SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
159956,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,05-02-2022 9.00,2022,52.488194,Tamil Nadu CWC
39586,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,06-02-2022 8.00,2022,0,Tamil Nadu CWC
7001,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,06-02-2022 8.00,2022,0,Puducherry CWC
22478,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,06-02-2022 8.00,2022,2.436,Tamil Nadu CWC
68077,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,06-02-2022 8.00,2022,0.92,Tamil Nadu CWC
80220,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,06-02-2022 8.00,2022,0.17,Tamil Nadu CWC
93615,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,06-02-2022 8.00,2022,0,Tamil Nadu CWC
106178,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,06-02-2022 8.00,2022,283.18,Tamil Nadu CWC
97967,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,06-02-2022 8.00,2022,0,Tamil Nadu CWC
13547,Kumarapalayam,CWC,Puducherry,Puducherry,Puducherry,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,11.98305556,79.68055556,06-02-2022 8.00,2022,0,Puducherry CWC
123602,LAKSHMANANPATTI,CWC,Tamil Nadu,Dindigul,Vedasandur,Cauvery,Cauvery,Amaravathi,Kodavanar,10.49805556,77.94583333,06-02-2022 8.00,2022,0,Tamil Nadu CWC
132960,MANIYAMPATTU,CWC,Tamil Nadu,Viluppuram,Chenji,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,12.22638889,79.51472222,06-02-2022 8.00,2022,0,Tamil Nadu CWC
143470,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,06-02-2022 8.00,2022,0,Tamil Nadu CWC
136633,Melkalpoondi,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.43527778,78.93888889,06-02-2022 8.00,2022,0,Tamil Nadu CWC
169187,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,06-02-2022 8.00,2022,0,Tamil Nadu CWC
176069,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,06-02-2022 8.00,2022,0.758,Tamil Nadu CWC
186871,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,06-02-2022 8.00,2022,8.326,Tamil Nadu CWC
201028,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,06-02-2022 8.00,2022,0,Tamil Nadu CWC
237853,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,06-02-2022 8.00,2022,13.691,Tamil Nadu CWC
258601,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,06-02-2022 8.00,2022,7.821,Tamil Nadu CWC
